282,60
283,59
284,62
285,63
286,62
287,62
288,65
289,67
290,65
291,68
292,68
293,70
294,68
295,70
296,71
297,72
298,71
299,75
300,73
301,75
302,75
303,76
304,77
305,76
306,79
307,79
308,79
309,80
310,82
311,83
312,84
313,84
314,84
315,84
316,87
317,86
318,90
319,89
320,88
321,92
322,91
323,92
324,93
325,93
326,96
327,95
328,95
329,97
330,97
331,96
332,100
333,99
334,102
335,99
336,102
337,104
338,104
339,106
340,107
341,107
342,108
343,110
344,111
345,118
346,115
347,115
348,113
349,117
350,116
351,119
352,116
353,119
354,120
355,121
356,122
357,123
358,122
359,126
360,126
361,130
362,128
363,131
364,135
365,134
366,134
367,141
368,135
369,141
370,138
371,138
372,141
373,140
374,140
375,143
376,144
377,144
378,150
379,149
380,150
381,147
382,153
383,155
384,156
385,161
386,158
387,158
388,157
389,162
390,158
391,165
392,163
393,166
394,167
395,166
396,169
397,172
398,172
399,174
400,175
401,177
402,175
403,179
404,185
405,179
406,182
407,184
408,183
409,186
410,188
411,186
412,190
413,193
414,195
415,195
416,193
417,198
418,202
419,199
420,205
421,203
422,203
423,202
424,205
425,213
426,214
427,211
428,215
429,213
430,218
431,214
432,221
433,218
434,222
435,226
436,226
437,228
438,225
439,233
440,228
441,232
442,234
443,237
444,239
445,239
446,239
447,243
448,245
449,248
450,250
451,251
452,256
453,260
454,254
455,255
456,258
457,261
458,264
459,267
460,266
461,272
462,264
463,275
464,275
465,269
466,276
467,281
468,281
469,282
470,284
471,287
472,285
473,290
474,292
475,295
476,296
477,300
478,302
479,301
480,303
481,304
482,308
483,310
484,312
485,312
486,317
487,317
488,319
489,322
490,317
491,329
492,325
493,330
494,326
495,331
496,335
497,331
498,335
499,337
500,342
501,346
502,345
503,346
504,348
505,354
506,354
507,362
508,360
509,361
510,364
511,370
512,368
513,368
514,373
515,370
516,371
517,374
518,380
519,377
520,376
521,379
522,390
523,395
524,386
525,396
526,397
527,399
528,403
529,404
530,403
531,413
532,409
533,409
534,417
535,420
536,420
537,425
538,425
539,428
540,427
541,433
542,437
543,426
544,435
545,439
546,444
547,447
548,448
549,448
550,454
551,454
552,460
553,462
554,459
555,470
556,465
557,472
558,479
559,475
560,479
561,489
562,488
563,490
564,491
565,486
566,492
567,496
568,498
569,502
570,508
571,504
572,518
573,515
574,519
575,511
576,520
577,529
578,542
579,530
580,534
581,540
582,541
583,543
584,540
585,539
586,544
587,554
588,557
589,560
590,557
591,560
592,593
593,588
594,587
595,582
596,588
597,596
598,593
599,606
600,608
601,618
602,614
603,627
604,616
605,629
606,635
607,641
608,636
609,627
610,637
611,651
612,649
613,653
614,660
615,641
616,643
617,649
618,641
619,646
620,651
621,657
622,651
623,655
624,660
625,672
626,666
627,675
628,682
629,683
630,678
631,691
632,682
633,690
634,677
635,688
636,703
637,695
638,703
639,706
640,711
641,712
642,719
643,721
644,728
645,727
646,732
647,737
648,728
649,734
650,738
651,748
652,748
653,756
654,757
655,755
656,772
657,767
658,765
659,776
660,781
661,788
662,781
663,783
664,785
665,793
666,801
667,807
668,814
669,810
670,810
671,825
672,822
673,838
674,820
675,826
676,841
677,836
678,832
679,851
680,840
681,854
682,860
683,861
684,872
685,867
686,869
687,871
688,894
689,882
690,893
691,909
692,898
693,905
694,910
695,915
696,920
697,915
698,918
699,935
700,928
701,936
702,950
703,948
704,950
705,956
706,957
707,976
708,953
709,962
710,976
711,979
712,977
713,991
714,990
715,990
716,1000
717,1016
718,1007
719,996
720,1013
721,1016
722,1035
723,1026
724,1031
725,1042
726,1043
727,1045
728,1048
729,1038
730,1072
